group,latin_name,species,support,mode,submode,description,tooling_or_IOU,frame_of_reference,number_relations,temporal_order,1_dynamic_relation,2_dynamic_relation,manufacture,steps_manufacture,associative,type_associative,reference,total_references,page,comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,reach,reach_locomote,hook nearby tree with branch,tooling,allocentric,1,branch to tree,dynamic,,yes,1,no,,"Fox and bin’Muhammad 2002; van Schaik, van Noordwijk and
 Wich 2006; van Schaik et al. 2009; Lethmate 1982",4,116,Shumaker (p. 196) considers some of these cases composite tool use (it is not by our definition) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,reach,reach_otheraccess,holding a conspecific in place until the latter grabbed food,tooling,allocentric,1,conspecific hand to food items,static,,no,,no,,Russon 2003,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,experimental,reach,reach_press,using wooden styluses to reach through enclosure mesh to operate experimental device,tooling,allocentric,1,stick to device,dynamic,,no,,no,,"Swartz, Himmanen, and Shumaker 2007",1,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,experimental,reach,reach_suck,using rubber hose as a straw,tooling,allocentric,1,hose to juice,dynamic,,no,,no,,Osvath and Osvath 2008,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,reach,stir_mix,using stick to stir hot beverage,tooling,allocentric,1,stick to beverage,dynamic,,no,,no,,Galdikas 1982a,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,scratch,brush_allogroom,brushing others,tooling,allocentric,1,stick to body,dynamic,,no,,no,, R. Shumaker pers. obs.,2,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,scratch,brush_autogroom,brushing teeth / own body,tooling,egocentric,1,stick to body,dynamic,,no,,no,,Russon 2000; R. Shumaker pers. obs.,2,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,scratch,scratch_autogroom,scratching oneself with stick,tooling,egocentric,1,stick to body,dynamic,,yes,1,no,,"Galdikas 1978b, 1982a, 1982b; Jantschke 1972; R. Shumaker, pers. obs.; van Schaik, van Noordwijk and Wich 2006; van Schaik et al. 2003",7,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,scratch,scratch_masturbate,utilize sticks for masturbation,tooling,egocentric,1,stick to self,dynamic,,no,,no,,"C. Becker 1984; Rijksen 1978; van Schaik 2004; van Schaik, van Noordwijk, and Wich 2006; van Schaik et al. 2003 ",5,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,symbolize,cut_unknown,"using stick to imitate cutting, chopping and scraping motions",tooling,allocentric,1,stick to stick,dynamic,,no,,no,,Russon 2000; 2003,2,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,symbolize,symbolic_play,"constructing leaf bundles (""dolls"")",IOU,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,symbolize,trade_reward,using metal washers as tokens for food,IOU,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,throw,throw_threat,breaking off and throwing branches and other objects (aimed and unaimed) at humans or monkeys,IOU,,,,,,,,,,"Davenport 1967; MacKinnon 1971, 1974a, 1974b; Peters 2001; Schaller 1961; Galdikas 1982a; Harrison 1962a; Rijksen 1978; Bard 1995; Schmidt 1878; Koehler 1993",12,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,wipe,chew_autogroom,chewing leaves and spitting them out to clean teeth,IOU,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,wipe,wipe_autogroom,wiping feces with leaves from pelage,tooling,egocentric,1,leaf to pelage,dynamic,,no,,no,,MacKinnon (1974b) ,1,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,wipe,wipe_autogroom,wipe body with objects to clean/dry off,tooling,egocentric,1,object to self,dynamic,,no,,no,,Beck pers obs.; Felce 1948; Jantschke 1972; Harrisson 1962; Russon 2000 ,5,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,wipe,wipe_unknown,wiping of cage floor with sacks/ towels (for unknown purpose),IOU,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,wipe,wipe_unknown,wiping own body with inanimate and animate objects,IOU,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Ammophila procera,Digger wasp,anecdotal,probe,probe_pack,probe nest burrows with small twigs to pack soil,tooling,allocentric,1,probe to burrow,dynamic,,no,,no,,Brockmann pers comm to Beck 1977; Hartman 1905,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Ammophila spp.,Digger wasp,observational,pound,hammer_close,pound burrow shut with object in mandibles,tooling,allocentric,1,object to burrow,dynamic,,no,,no,,"Armbruster 1921; Berland in Thorpe 1963; Evans 1959, 1965; Evans & Eberhard 1970; Frisch 1940; Haeseler 1985; Hartman 1905; Hungerford & Williams 1912; Iwata 1976; Minckiewicz in Thorpe 1963; Molitor 1931; Peckham & Peckham 1898; Rayment in Frisch 1940; Tilden 1953; Tsuneki 1968; Wheeler & Wheeler 1924; Williston 1892",18,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Amphioctopus marginatus,Veined octopus,,affix,place_selfhide,carry coconut shells to use as shelter,IOU,,,,,,,,,,,,31,Construction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Aphaenogaster spp.,Funnel ant,,contain,contain_hold,transport food on objects,IOU,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Apiomerus flaviventris,Bee assassin bug,,affix,affix_glue,apply plant resin to egg masses,IOU,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Ariadna spp.,Corolla spiders,,affix,place_detect,place and affix stones in circle at burrow entrance (to detect prey vibrations),IOU,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Ascalaphidae spp.,none,,affix,place_camouflage,cover self with camouflage,IOU,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Bradystichus spp.,Nursery web spiders,,affix,place_camouflage,cover bodies in soil/sand (as camouflage),IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Bystus decorator,none (larvae),,affix,place_camouflage,cover self in debris,IOU,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Cerbalus psammodes,Huntsman spider,,affix,affix_bind,bind soil in burrow with silk to carry away,IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Chrysomelidae spp.,leaf beetle (larvae),,affix,place_camouflage,cover self in shed skin and faeces,IOU,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Chrysopidae spp.,Lacewing (larvae),,affix,place_camouflage,cover self in debris,IOU,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Conomyrma bicolor,Dolichoderine ant,,drop,drop_threat,drop stones onto ant nest entrances,IOU,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Cryptothele spp.,none,,affix,place_camouflage,cover bodies in soil/sand (as camouflage),IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Cystechinus loveni,Heart urchin,,affix,place_camouflage,cover self with debris (as camouflage),IOU,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Deinopidae spp.,Net-casting spiders,,throw,throw_trap,throw part of web at prey,IOU,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Dendromyrmex spp.,Weaver ant,observational,affix,affix_glue,hold larvae producing silk secretions against nest to bind it together,tooling,allocentric,1,larvae to nest,dynamic,,no,,no,,"Hölldobler and Wilson 1977, 1990; Jacobson and Wasmann 1904–1905; W. Wheeler 1910",4,25,Borderline case.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Derodontidae spp.,none (larvae),,affix,place_camouflage,flakes of wool/bark stuck to self with secretions,IOU,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Diogenes edwardsi,Hermit crab,,block,place_blockade,carry anemone to block shell opening,IOU,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Dromiidae spp.,Sponge crab,,affix,place_threat,cut sponge and hold over carapace (as shelter/defence),IOU,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,droppidae spp.,Crab,,affix,place_threat,carry other organisms,IOU,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Empididae spp.,Empid flies,,bait,bait_courtship,present a cocooned insect as a nuptial gift,IOU,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Eurysphindus hirtus,none (larvae),,affix,place_camouflage,cover self in slime mold,IOU,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Evechinus chlorticus,Kina,,affix,contain_hold,cover self with debris (as food source),IOU,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Geometridae spp.,none,,affix,place_camouflage,cover self with camouflage,IOU,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Gerris remigis,Water strider (females),,affix,place_threat,females carry a copulating male (to allow foraging without harrassment by other males),IOU,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Homalonychidae theologus,Wandering spiders,,affix,place_camouflage,cover bodies in fine soil,IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Homalonychus theologus,Wandering spiders,,affix,place_hide,incorporate sand into eggs sacs (as camouflage and/or dessication prevention),IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Homolidae spp.,Carrier crab,,affix,place_threat,carry organisms/debris (as defense),IOU,,,,,,,,,,,,28,Borderline case. Actual active use against predators not confirmed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Hydroptilidae spp.,Microcaddisflies (larvae),,affix,place_hide,spin a casing to which debris is attached,IOU,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Latreillidae spp.,Crab,,affix,place_threat,carry other organisms,IOU,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Latrodectus hesperus,Black widow spider,,affix,contain_trap,place/drop web on predator,IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Lybia spp. (tessalata & edmondsoni),Boxer crab,,brandish,place_threat,waves anemone (as protection; also eats food found on anemone),IOU,,,,,,,,,,,,27,Borderline case.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Lycosa spp.,Wolf spiders,,affix,affix_bind,bind soil in burrow with silk to carry away,IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Lytechinus variegatus,Green sea urchin,,affix,place_shelter,cover self with debris (as light protection),IOU,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Majidae spp.,Decorator crab,,affix,place_camouflage,cover self in other organisms (as camouflage/ food store),IOU,,,,,,,,,,,,28-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Mastophora spp.,Bolas spiders,,throw,throw_trap,swing a sticky ball of secretions on a thread at prey,IOU,,,,,,,,,,,,29,Borderline case.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Microstigmata spp.,none,,affix,place_camouflage,cover bodies in soil/sand (as camouflage),IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Myrmeleon spp.,Ant-lion (larvae),,throw,throw_trap,throw sand (to keep prey in pit),IOU,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,novomessor albisetosus,Desert harvester ant,,contain,contain_hold,transport food on soil,IOU,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Octopus digueti,Paroctopus,,block,place_hide,use clamshell as a lid for shell shelter,IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Octopus spp.,Octopus,,block,place_hide,place objects to conceal shelter entrance,IOU,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Octopus spp.,Octopus,,block,place_wedge,use stones/oysters to prop open shells,IOU,,,,,,,,,,,,30-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Octopus spp.,Octopus,,dig,spit_burrow,shoot jets of water to excavate shelters,IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Octopus spp.,Octopus,,throw,spit_threat,shoot jets of water at other animals,IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Oecophylla spp.,Weaver ant,observational,affix,affix_glue,hold larvae producing silk secretions against nest to bind it together,tooling,allocentric,1,larvae to nest,dynamic,,no,,no,,"Hölldobler and Wilson 1977, 1990; Jacobson and Wasmann 1904–1905; W. Wheeler 1910",4,25,Borderline case.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Paguirdea spp.,Hermit crab,,affix,place_threat,attach anemone to shell (as protection),IOU,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Paguridea spp.,Hermit crab,,affix,place_selfhide,occupy/carry shell (as protection),IOU,,,,,,,,,,,,27-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Paguropsis typica,Blanket hermit crab,,affix,place_threat,hold anemone to body,IOU,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Paratropis spp.,Bald legged spiders,,affix,place_camouflage,cover bodies in soil/sand (as camouflage),IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Pisaura spp.,Nursery web spiders,,bait,bait_courtship,present flies as gift,IOU,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Podium (unspecified),Wasp,,drop,spit_soften,drop water from mouth (to soften earth for excavation),IOU,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Pogonomyrmex badius,Florida harvester ant,,contain,contain_hold,transport food on sand,IOU,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Polyrhachis spp.,Weaver ant,observational,affix,affix_glue,hold larvae producing silk secretions against nest to bind it together,tooling,allocentric,1,larvae to nest,dynamic,,no,,no,,"Hölldobler and Wilson 1977, 1990; Jacobson and Wasmann 1904–1905; W. Wheeler 1910",4,25,Borderline case.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Reduviidae spp.,Assassin bug (larvae),,affix,place_camouflage,"carry ""backpacks"" of organic parts (as camouflage)",IOU,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Rhechostica hentzi,Texas brown tarantula,,affix,affix_bind,bind soil in burrow with silk to carry away,IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Rossia pacifica,Stubby squid,,affix,place_camouflage,throw sand onto its body (as camouflage),IOU,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Salyavata variegata,Assassin bug,observational/experimental,bait,bait_hunt,lure termites by holding termite carcasses by nest hole (to fish),tooling,allocentric,1,carcass to termite,dynamic,,no,,no,,"McMahan 1982, 1983a, 1983b",3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Sicarius spp.,Recluse spiders,,affix,place_camouflage,cover bodies in soil/sand (as camouflage),IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Solenopsis invicta,Fire ant,,contain,contain_hold,transport food on objects,IOU,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Sphecidae spp. (Ammophila & Sphex),Digger wasp,,affix,place_hide,place debris over nest entrance (to camouflage),IOU,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Sphex spp.,Digger wasp,observational,pound,hammer_close,pound burrow shut with object in mandibles,tooling,allocentric,1,object to burrow,dynamic,,no,,no,,"Brockmann 1985; Hicks 1932a, 1932b; Iwata 1976;  Rau & Rau 1918; Wheeler & Wheeler 1924",6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Sterechinus neumayeri,Antarctic sea urchins,,affix,place_threat,cover self with debris (as predator protection),IOU,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Strongylocentrotus droebachiensis,Green sea urchin,,affix,place_shelter,cover self with debris (as enviro. Protection),IOU,,,,,,,,,,,,26-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Tegula brunnea,Brown turban snail,,pry,hold_leverage,grab pebbles to right itself,IOU,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Tegula funebralis,Black turban snail,,pry,hold_leverage,grab pebbles to right itself,IOU,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Tetramorium caepitum,Pavement ant,,drop,drop_threat,drop soil onto bees,IOU,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Trogulus spp.,Daddy long legs,,affix,place_camouflage,cover bodies in soil/sand (as camouflage),IOU,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Tymolidae spp.,Crab,,affix,place_threat,carry other organisms,IOU,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Unknown gastropod sp.,Aquatic snail,anecdotal,affix,place_clamp,grab two rocks with foot and place on either side of shell fragment to break it free,tooling,egocentric,1,rock to self,dynamic,,no,,no,,Hobbie 1993,1,33,Account published in creationist journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Vermileo spp.,Worm-lion (larvae),,affix,affix_glue,shed liquid from final larval cuticle so sand adheres and anchors the pupal cuticle,IOU,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Vermileo spp.,Worm-lion (larvae),,throw,throw_trap,throws sand at prey (to prevent escape or knock into pit),IOU,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invertebrates,Xenophora conchyliophora,Carrier shell,,affix,place_camouflage,affixes empty shells/debris to own shell (as protection/camouflage),IOU,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lesser apes,Hylobates agilis,black-handed gibbon,anecdotal,scratch,scratch_autogroom,rubbing and touching genitals with branch,tooling,egocentric,1,branch to body,dynamic,,no,,no,,"Wich & Geurts, personal communication",1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lesser apes,Hylobates lar,White-handed gibbon,anecdotal,absorb,place_absorb,absorb water with a piece of cloth,IOU,,,,,,,,,,"Rumbaugh 1970, 2006",2,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lesser apes,Hylobates lar,White-handed gibbon,anecdotal,absorb,place_absorb,drop leaf into pool to extract water,IOU,,,,,,,,,,Baldwin & Teleki 1976,1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lesser apes,Hylobates lar,White-handed gibbon,observational,brandish,drag_dominance,sliding open door during display,IOU,,,,,,,,,,Geissmann 2009,1,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lesser apes,Hylobates lar,White-handed gibbon,observational,drop,drop_threat,drop dead branches,IOU,,,,,,,,,,Carpenter 1940; Baldwin & Teleki 1976; Geissmann 2009,3,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lesser apes,Hylobates lar,White-handed gibbon,anecdotal,hang,hang_play,hanging rope and hose on mesh to construct swing,IOU,,,,,,,,,,"Rumbaugh 1970, 2006",2,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lesser apes,Hylobates lar,White-handed gibbon,anecdotal,throw,throw_threat,throw banana peel at conspecific,IOU,,,,,,,,,,Judge pers. Communication; Kortlandt & Kooji 1963,2,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lesser apes,Hylobates spp,Gibbon,observational,brandish,shake_dominance,shake branches during display,IOU,,,,,,,,,,"Chivers 1974; Geissmann 2000, 2009",4,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lesser apes,Hylobates spp,Gibbon,experimental,probe,dip_access,insert and probe into sticky reward,tooling,allocentric,1,probe to food,dynamic,,no,,no,,Cunningham 2006,1,109,"""The only successful insertion by a gibbon was attributed to a chance manipulation.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
