row,studyID,authors,year,title,journal,species,n,female,dropout,age,site,attempt_replication,successful_replication,species_comparison
815,351,"Broihanne, Romain, Call, Thierry, Wascher, De Marco, Verrier, Dufour",2019,"Monkeys (Sapajus apella and Macaca tonkeana) and Great Apes (Gorilla gorilla, Pongo abelii, Pan paniscus, and Pan troglodytes) Play for the Highest Bid",Journal of Comparative Psychology,tufted capuchin,6,3,NA,mixed,Parco Faunistico Piano dell’Abatino,no,NA,yes
816,351,"Broihanne, Romain, Call, Thierry, Wascher, De Marco, Verrier, Dufour",2019,"Monkeys (Sapajus apella and Macaca tonkeana) and Great Apes (Gorilla gorilla, Pongo abelii, Pan paniscus, and Pan troglodytes) Play for the Highest Bid",Journal of Comparative Psychology,Tonkean macaque,5,2,NA,mixed,Parco Faunistico Piano dell’Abatino,no,NA,yes
817,351,"Broihanne, Romain, Call, Thierry, Wascher, De Marco, Verrier, Dufour",2019,"Monkeys (Sapajus apella and Macaca tonkeana) and Great Apes (Gorilla gorilla, Pongo abelii, Pan paniscus, and Pan troglodytes) Play for the Highest Bid",Journal of Comparative Psychology,orangutan,6,5,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,yes
818,351,"Broihanne, Romain, Call, Thierry, Wascher, De Marco, Verrier, Dufour",2019,"Monkeys (Sapajus apella and Macaca tonkeana) and Great Apes (Gorilla gorilla, Pongo abelii, Pan paniscus, and Pan troglodytes) Play for the Highest Bid",Journal of Comparative Psychology,Western gorilla,4,3,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
819,351,"Broihanne, Romain, Call, Thierry, Wascher, De Marco, Verrier, Dufour",2019,"Monkeys (Sapajus apella and Macaca tonkeana) and Great Apes (Gorilla gorilla, Pongo abelii, Pan paniscus, and Pan troglodytes) Play for the Highest Bid",Journal of Comparative Psychology,Western gorilla,3,2,NA,adult,Centre international de recherches médicales de Franceville,no,NA,yes
820,351,"Broihanne, Romain, Call, Thierry, Wascher, De Marco, Verrier, Dufour",2019,"Monkeys (Sapajus apella and Macaca tonkeana) and Great Apes (Gorilla gorilla, Pongo abelii, Pan paniscus, and Pan troglodytes) Play for the Highest Bid",Journal of Comparative Psychology,chimpanzee,3,0,NA,adult,Edinburgh Zoo,no,NA,yes
821,351,"Broihanne, Romain, Call, Thierry, Wascher, De Marco, Verrier, Dufour",2019,"Monkeys (Sapajus apella and Macaca tonkeana) and Great Apes (Gorilla gorilla, Pongo abelii, Pan paniscus, and Pan troglodytes) Play for the Highest Bid",Journal of Comparative Psychology,chimpanzee,9,4,NA,adult,Centre international de recherches médicales de Franceville,no,NA,yes
822,351,"Broihanne, Romain, Call, Thierry, Wascher, De Marco, Verrier, Dufour",2019,"Monkeys (Sapajus apella and Macaca tonkeana) and Great Apes (Gorilla gorilla, Pongo abelii, Pan paniscus, and Pan troglodytes) Play for the Highest Bid",Journal of Comparative Psychology,bonobo,6,3,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
823,167,"Kishimoto, Iwasaki, Fujita",2019,Do Capuchins (Sapajus apella) Know How Well They Will Remember? Analysis of Delay Length-Dependency With Memory Strategies,Journal of Comparative Psychology,tufted capuchin,3,3,NA,adult,Kyoto University,no,NA,no
824,420,"Toader, Rao, Ryoo, Bohlen, Cruger, Oh-Descher, Ferrari, Egner, Beck, Sommer",2019,Probabilistic Inferential Decision-Making Under Time Pressure in Rhesus Macaques (Macaca mulatta),Journal of Comparative Psychology,rhesus macaque,2,2,NA,NA,NA,no,NA,no
825,333,"Palagi, Norscia, Cordoni",2019,Lowland Gorillas (Gorilla gorilla gorilla) Failed to Respond to Others’ Yawn: Experimental and Naturalistic Evidence,Journal of Comparative Psychology,Western gorilla,11,NA,1,mixed,Zoo Beauval,no,NA,no
826,334,"Ma, Chan, Johnston, Lomber, Everling",2019,Macaque anterior cingulate cortex deactivation impairs performance and alters lateral prefrontal oscillatory activities in a rule- switching task,PLOS Biology,rhesus macaque,1,0,NA,adult,University of Western Ontario,no,NA,no
827,334,"Ma, Chan, Johnston, Lomber, Everling",2019,Macaque anterior cingulate cortex deactivation impairs performance and alters lateral prefrontal oscillatory activities in a rule- switching task,PLOS Biology,long-tailed macaque,1,0,NA,adult,University of Western Ontario,no,NA,no
828,76,"Waller, Misch, Whitehouse, Herrmann",2014,"Children, but not chimpanzees, have facial correlates of determination",Biology Letters,chimpanzee,34,21,NA,mixed,Ngamba Island Chimpanzee Sanctuary,no,NA,no
829,340,"Kawai, Yasue, Banno, Ichinohe",2014,Marmoset monkeys evaluate third-party reciprocity,Biology Letters,common marmoset,4,2,NA,juvenile,National Center of Neurology and Psychiatry,no,NA,no
830,545,"Gunhold, Whiten, Bugnyar",2014,Video demonstrations seed alternative problem-solving techniques in wild common marmosets,Biology Letters,common marmoset,108,54,NA,mixed,Atlantic Forest in Aldeia,no,NA,no
831,270,"van Leeuwen, Call, Haun",2014,Human children rely more on social information than chimpanzees do,Biology Letters,chimpanzee,14,9,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,no
832,566,"Hanus, Call",2014,When maths trumps logic: probabilistic judgements in chimpanzees,Biology Letters,chimpanzee,8,4,NA,adult,Ngamba Island Chimpanzee Sanctuary,no,NA,no
833,507,"Cardoso, Ottoni",2016,The effects of tradition on problem solving by two wild populations of bearded capuchin monkeys in a probing task,Biology Letters,tufted capuchin,16,8,NA,mixed,Fazenda Boa Vista Field Laboratory,no,NA,no
834,507,"Cardoso, Ottoni",2016,The effects of tradition on problem solving by two wild populations of bearded capuchin monkeys in a probing task,Biology Letters,tufted capuchin,14,9,NA,mixed,Serra da Capivara National Park,no,NA,no
835,35,"Toarmino, Wong, Miller",2017,Audience affects decision-making in a marmoset communication network,Biology Letters,common marmoset,8,5,NA,adult,University of California San Diego,no,NA,no
836,418,"Suddendorf, Crimston, Redshaw",2017,"Preparatory responses to socially determined, mutually exclusive possibilities in chimpanzees and children",Biology Letters,chimpanzee,5,3,NA,adult,Rockhampton Zoo,no,NA,no
837,116,"Pfluger, Valuch, Gutleb, Ansorge, Wallner",2014,Colour and contrast of female faces: attraction of attention and its dependence on male hormone status in Macaca fuscata,Animal Behaviour,Japanese macaque,23,0,0,adult,Affenberg Landskron,no,NA,no
838,385,"Bourjade, Meguerditchian, Maille, Gaunet, Vauclair",2014,"Olive baboons, Papio anubis, adjust their visual and auditory intentional gestures to the visual attention of others",Animal Behaviour,olive baboon,16,6,NA,adult,CNRS Primate Centre in Rousset-sur-Arc,no,NA,no
839,54,"Watson, Buchanan-Smith, Caldwell",2014,Call playback artificially generates a temporary cultural style of high affiliation in marmosets,Animal Behaviour,common marmoset,32,16,1,adult,MRC Human Reproductive Sciences Unit,no,NA,no
840,510,"Gonseth, Kawakami, Ichino, Tomonaga",2017,The higher the farther: distance-specific referential gestures in chimpanzees (Pan troglodytes),Biology Letters,chimpanzee,8,7,4,adult,Primate Research Institute,no,NA,no
841,440,"Brügger, Kappeler-Schmalzriedt, Bukart",2018,Reverse audience effects on helping in cooperatively breeding marmoset monkeys,Biology Letters,common marmoset,45,NA,NA,mixed,NA,no,NA,no
842,120,"Lambert, Osvath",2018,Comparing chimpanzees’ preparatory responses to known and unknown future outcomes,Biology Letters,chimpanzee,6,4,NA,NA,Lund University Primate Research Station,yes,partial,no
843,113,"Sánchez-Amaro, Duguid, Call, Tomasello",2018,Chimpanzees' understanding of social leverage,PLOS ONE,chimpanzee,6,1,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,no
844,508,"Halina, Liebal, Tomasello",2018,The goal of ape pointing,PLOS ONE,bonobo,5,2,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
845,508,"Halina, Liebal, Tomasello",2018,The goal of ape pointing,PLOS ONE,chimpanzee,18,12,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
846,417,"Gretscher, Tempelmann, Haun, Liebal, Kaminski",2017,Prelinguistic human infants and great apes show different communicative strategies in a triadic request situation,PLOS ONE,bonobo,5,2,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
847,417,"Gretscher, Tempelmann, Haun, Liebal, Kaminski",2017,Prelinguistic human infants and great apes show different communicative strategies in a triadic request situation,PLOS ONE,chimpanzee,18,13,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
848,417,"Gretscher, Tempelmann, Haun, Liebal, Kaminski",2017,Prelinguistic human infants and great apes show different communicative strategies in a triadic request situation,PLOS ONE,Western gorilla,3,3,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
849,417,"Gretscher, Tempelmann, Haun, Liebal, Kaminski",2017,Prelinguistic human infants and great apes show different communicative strategies in a triadic request situation,PLOS ONE,orangutan,6,5,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
850,81,"Motes-Rodrigo, Majlesi, Pickering, Lukas, Axelsen, Minchin, Tennie, Hernandez-Aguilar",2019,Chimpanzee extractive foraging with excavating tools: Experimental modeling of the origins of human technology,PLOS ONE,chimpanzee,10,6,1,mixed,Kristiansand Zoo,no,NA,no
851,30,"Armendariz, Ban, Welchmann, Vanduffel",2019,Areal differences in depth cue integration between monkey and human,PLOS ONE,rhesus macaque,4,2,NA,mixed,KU Leuven,no,NA,no
852,344,"Gunhold, Massen, Schiel, Souto, Bugnyar",2014,"Memory, transmission and persistence of alternative foraging techniques in wild common marmosets",Animal Behaviour,common marmoset,111,NA,NA,mixed,Atlantic Forest in Aldeia,yes,partial,no
853,137,"Kano, Call",2014,"Cross-species variation in gaze following and conspecific preference among great apes, human infants and adults",Animal Behaviour,bonobo,8,NA,NA,adult,Wolfgang Köhler Primate Research Center,yes,yes,yes
854,137,"Kano, Call",2014,"Cross-species variation in gaze following and conspecific preference among great apes, human infants and adults",Animal Behaviour,chimpanzee,14,NA,NA,adult,Wolfgang Köhler Primate Research Center,yes,yes,yes
855,137,"Kano, Call",2014,"Cross-species variation in gaze following and conspecific preference among great apes, human infants and adults",Animal Behaviour,orangutan,7,NA,NA,adult,Wolfgang Köhler Primate Research Center,yes,yes,yes
856,509,"Karg, Schmelz, Call, Tomasello",2015,The goggles experiment: can chimpanzees use self-experience to infer what a competitor can see?,Animal Behaviour,chimpanzee,25,14,1,adult,Ngamba Island Chimpanzee Sanctuary,yes,yes,no
857,63,"McAuliffe, Chang, Leimgruber, Spaulding, Blake, Santos",2015,"Capuchin monkeys, Cebus apella, show no evidence for inequity
aversion in a costly choice task
",Animal Behaviour,tufted capuchin,8,NA,NA,NA,Comparative Cognition Laboratory at Yale,no,NA,no
858,359,"Coye, Zuberbühler, Lemasson",2016,Morphologically structured vocalizations in female Diana monkeys,Animal Behaviour,Diana monkey,8,8,0,adult,Taï National Park,no,NA,no
859,234,"Teichroeb, Aguado",2016,Foraging vervet monkeys optimize travel distance when alone but prioritize high-reward food sites when in competition,Animal Behaviour,vervet monkey,22,8,NA,mixed,Lake Nabugabo,no,NA,no
860,335,"Whitehouse, Micheletta, Kaminski, Waller",2016,Macaques attend to scratching in others,Animal Behaviour,Barbary macaque,6,4,NA,NA,Monkey Haven,yes,no,no
861,257,"Schino, Massimei, Pinzaglia, Addessi",2016,"Grooming, social rank and ‘optimism’ in tufted capuchin monkeys: a study of judgement bias",Animal Behaviour,tufted capuchin,13,5,NA,adult,ISTC-CNR Primate Centre,yes,yes,no
862,267,"Schubiger, Kissling, Burkart",2016,How task format affects cognitive performance: a memory test with two species of New World monkeys,Animal Behaviour,common marmoset,15,7,NA,NA,Anthropological Institute Primate Research Station,yes,yes,no
863,267,"Schubiger, Kissling, Burkart",2016,How task format affects cognitive performance: a memory test with two species of New World monkeys,Animal Behaviour,common marmoset,8,4,NA,NA,Anthropological Institute Primate Research Station,no,NA,no
864,267,"Schubiger, Kissling, Burkart",2016,How task format affects cognitive performance: a memory test with two species of New World monkeys,Animal Behaviour,common squirrel monkey,7,0,NA,NA,Anthropological Institute Primate Research Station,no,NA,no
865,318,"Vale, Davis, van de Waal, Schapiro, Lambeth, Whiten",2017,Lack of conformity to new local dietary preferences in migrating captive chimpanzees,Animal Behaviour,chimpanzee,60,32,NA,NA,University of Texas Health Science Center,no,NA,no
866,173,"Drayton, Santos",2017,"Do rhesus macaques, Macaca mulatta, understand what others know when gaze following?",Animal Behaviour,rhesus macaque,175,NA,NA,NA,Cayo Santiago,no,NA,no
867,526,"Rosati, Santos",2017,"Tolerant Barbary macaques maintain juvenile levels of social attention in old age, but despotic rhesus macaques do not",Animal Behaviour,rhesus macaque,80,41,14,mixed,Trentham Monkey Forest,no,NA,yes
868,526,"Rosati, Santos",2017,"Tolerant Barbary macaques maintain juvenile levels of social attention in old age, but despotic rhesus macaques do not",Animal Behaviour,Barbary macaque,80,41,7,mixed,Trentham Monkey Forest,no,NA,yes
869,16,"Bouchet, Kosa, Lemasson",2017,Age-dependent change in attention paid to vocal exchange rules in Japanese macaques,Animal Behaviour,Japanese macaque,20,NA,NA,mixed,Kyoto University,no,NA,no
870,99,"Lurz, Krachun, Mahovetz, Wilson, Hopkins",2018,Chimpanzees gesture to humans in mirrors: using reflection to dissociate seeing from line of gaze,Animal Behaviour,chimpanzee,26,NA,NA,adult,Yerkes National Primate Research Center,no,NA,no
871,227,"Botting, Whiten, Grampp ,van de Waal",2018,Field experiments with wild primates reveal no consistent dominance-based bias in social learning,Animal Behaviour,vervet monkey,42,NA,NA,mixed,Inkawu Vervet Project,no,NA,no
872,429,"Boggiani, Addessi, Schino",2018,Receiving aggression triggers attention bias in tufted capuchin monkeys,Animal Behaviour,tufted capuchin,15,10,NA,adult,ISTC-CNR Primate Centre,no,NA,no
873,45,"Kret, Jaasma, Bionda, Wijnen",2016,Bonobos (Pan paniscus) show an attentional bias toward conspecifics’ emotions,PNAS,bonobo,4,4,NA,mixed,NA,no,NA,no
874,18,"Livi, Lanzilotto, Maranesi, Fogassi, Rizzolatti, Bonini",2019,Agent-based representations of objects and actions in the monkey pre-supplementary motor area,PNAS,Southern pig-tailed macaque,2,0,NA,NA,NA,no,NA,no
875,375,"Oby, Golub, Hennig, Degenhart, Tyler-Kabara, Yu, Chase, Batista",2019,New neural activity patterns emerge with long-term learning,PNAS,rhesus macaque,2,0,0,adult,NA,no,NA,no
876,489,"Fang, Li, Qi, Li, Sigman, Wang",2019,Statistical inference of body representation in the macaque brain,PNAS,rhesus macaque,4,0,NA,adult,NA,no,NA,no
877,73,"Dasilva, Brandt, Gotthardt, Gieselmann, Distler, Thiele",2019,Cell class-specific modulation of attentional signals by acetylcholine in macaque frontal eye field,PNAS,rhesus macaque,2,NA,NA,NA,Newcastle University,no,NA,no
878,450,"Khamechian, Kozyrev, Treue, Esghaei, Daliri",2019,Routing information flow by separate neural synchrony frequencies allows for “functionally labeled lines” in higher primate cortex,PNAS,rhesus macaque,3,0,NA,adult,German Primate Center,no,NA,no
879,574,"Tang, Qi, Riley, Constantinidis",2019,Working memory capacity is enhanced by distributed prefrontal activation and invariant temporal dynamics,PNAS,rhesus macaque,2,0,NA,NA,NA,no,NA,no
880,216,"Barat, Wirth, Duhamel",2018,Face cells in orbitofrontal cortex represent social categories,PNAS,rhesus macaque,2,0,NA,adult,NA,no,NA,no
881,224,"Campo, Vázquez, Álvarez, Zainos, Rossi-Pool, Deco,Romo",2019,Feed-forward information and zero-lag synchronization in the sensory thalamocortical circuit are modulated during stimulus perception,PNAS,rhesus macaque,2,NA,NA,NA,NA,no,NA,no
882,451,"Ballesta, Duhamel",2015,Rudimentary empathy in macaques’ social decision-making,PNAS,long-tailed macaque,4,0,NA,juvenile,NA,no,NA,no
883,451,"Ballesta, Duhamel",2015,Rudimentary empathy in macaques’ social decision-making,PNAS,rhesus macaque,3,1,NA,juvenile,NA,no,NA,no
884,373,"Chang, Fagan, Toda, Utevsky, Pearson, Platt",2015,Neural mechanisms of social decision-making in the primate amygdala,PNAS,rhesus macaque,2,NA,NA,NA,NA,no,NA,no
886,301,"Liang, Gong, Chen, Yan, Li, Gilbert",2017,Interactions between feedback and lateral connections in the primary visual cortex,PNAS,rhesus macaque,2,0,NA,adult,NA,no,NA,no
887,399,"Schechtman, Noblejas, Mizrahi, Dauber, Bergman",2016,Pallidal spiking activity reflects learning dynamics and predicts performance,PNAS,vervet monkey,2,2,NA,NA,NA,no,NA,no
